Offense,Category,Year,Time of Day,Occurred DateTime,Report DateTime,Location Type,Census Block Group,Latitude,Longitude,APD Sector,APD District,Council District
POSS OF DRUG PARAPHERNALIA,drugs,2018,Evening,2018-04-20 17:00:00,2018-04-20 17:00:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023041.0,30.2442403,-97.7278838,Henry,2,3
BURGLARY OF VEHICLE,theft,2011,Evening,2011-08-28 18:00:00,2011-08-29 07:26:00,PARKING /DROP LOT/ GARAGE,4530453002.0,30.3974697,-97.7129951,Adam,2,7
AGG SEXUAL ASSAULT CHILD/OBJEC,rape,2004,Morning,2004-10-01 08:00:00,2004-11-02 22:03:00,OTHER / UNKNOWN,4530022222.0,30.2974782,-97.6292814,Charlie,7,1
BURGLARY OF VEHICLE,theft,2010,Evening,2010-09-21 17:00:00,2010-09-22 12:57:00,RESIDENCE / HOME,4530020072.0,30.2350554,-97.7825504,David,2,5
ASSAULT WITH INJURY,assault,2022,Evening,2022-07-27 18:26:00,2022-07-27 18:26:00,RESTAURANT,4530021054.0,30.3169564,-97.7053727,Ida,5,4
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2004,Morning,2004-07-05 08:30:00,2004-07-05 09:44:00,RESIDENCE / HOME,4530023163.0,30.2338429,-97.7264707,Henry,2,3
CRIMINAL TRESPASS/TRANSIENT,trespass,2019,Afternoon,2019-04-29 15:51:00,2019-04-29 15:51:00,OTHER / UNKNOWN,4530024031.0,30.2139103,-97.7609197,David,3,3
THEFT,theft,2005,Afternoon,2005-10-12 12:00:00,2005-10-31 09:38:00,RESIDENCE / HOME,4530024421.0,30.1812544,-97.7552919,Frank,8,2
FAMILY DISTURBANCE,family,2005,Night,2005-04-06 00:17:00,2005-04-06 00:17:00,RESIDENCE / HOME,4530021102.0,30.2780303,-97.6724415,Charlie,5,1
CRIMINAL MISCHIEF,property,2012,Afternoon,2012-02-16 15:45:00,2012-02-17 10:21:00,COMMERCIAL / OFFICE BUILDING,4530318004.0,30.1767918,-97.825232,Frank,1,5
DWI,traffic,2003,Night,2003-10-23 02:25:00,2003-10-23 02:25:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530419001.0,30.3957942,-97.6903757,Edward,4,7
FAMILY DISTURBANCE,family,2004,Night,2004-02-10 22:56:00,2004-02-10 22:56:00,RESIDENCE / HOME,4530309004.0,30.1994998,-97.81149,Frank,1,5
FAMILY DISTURBANCE,family,2023,Morning,2023-04-17 11:42:00,2023-04-17 11:56:00,RESIDENCE / HOME,4530023072.0,30.2216188,-97.7455143,Henry,2,3
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2004,Night,2004-10-16 21:00:00,2004-10-16 21:00:00,RESIDENCE / HOME,4530024112.0,30.1994992,-97.7560889,Frank,5,2
FAMILY DISTURBANCE,family,2021,Night,2021-03-24 22:52:00,2021-03-24 22:52:00,RESIDENCE / HOME,4530023143.0,30.2287064,-97.7233906,Henry,4,3
DATING DISTURBANCE,disturbance,2024,Morning,2024-04-08 05:54:00,2024-04-08 05:54:00,RESIDENCE / HOME,4530312004.0,30.2156693,-97.8672937,David,7,8
AGG ASSAULT FAM/DATE VIOLENCE,aggravated assault,2014,Afternoon,2014-06-11 13:53:00,2014-06-11 13:53:00,RESIDENCE / HOME,4530014032.0,30.2429489,-97.7333201,Henry,1,9
BURGLARY OF VEHICLE,theft,2021,Night,2021-06-12 03:55:00,2021-06-17 12:34:00,RESIDENCE / HOME,4530320002.0,30.2342266,-97.8327806,David,6,8
DISTURBANCE - OTHER,disturbance,2010,Evening,2010-10-24 17:11:00,2010-10-24 17:11:00,RESIDENCE / HOME,4530013101.0,30.2588747,-97.7609476,David,1,9
FAMILY DISTURBANCE,family,2008,Night,2008-10-06 22:15:00,2008-10-06 22:15:00,RESIDENCE / HOME,4530023041.0,30.2442403,-97.7278838,Henry,2,3
BURGLARY OF VEHICLE,theft,2017,Evening,2017-08-14 18:24:00,2017-08-15 20:24:00,PARKING /DROP LOT/ GARAGE,4530334001.0,30.2125986,-97.8384241,David,7,8
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2015,Evening,2015-05-15 17:12:00,2015-05-15 17:12:00,RESIDENCE / HOME,4530023152.0,30.2327526,-97.7305795,Henry,2,3
CRED CARD ABUSE BY FORGERY,fraud,2003,Afternoon,2003-11-07 12:00:00,2003-12-15 18:34:00,COMMERCIAL / OFFICE BUILDING,4530440002.0,30.4000197,-97.6645181,Edward,8,1
HARASSMENT,abuse,2015,Morning,2015-01-17 11:31:00,2015-01-17 11:31:00,RESIDENCE / HOME,4530021082.0,30.3061369,-97.6639016,Charlie,4,1
POSSESSION OF MARIJUANA,drugs,2009,Afternoon,2009-06-12 14:05:00,2009-06-12 14:05:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530421003.0,30.41657,-97.6762212,Edward,4,7
FAMILY DISTURBANCE,family,2016,Evening,2016-06-06 18:56:00,2016-06-06 18:56:00,RESIDENCE / HOME,4530434001.0,30.3284539,-97.699033,Ida,1,4
DWI 2ND,traffic,2016,Night,2016-07-30 02:26:00,2016-07-30 02:26:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011031.0,30.2590809,-97.73992,George,3,9
AUTO THEFT,theft,2015,Evening,2015-08-07 17:00:00,2015-08-10 23:45:00,PARKING /DROP LOT/ GARAGE,4530023072.0,30.2216188,-97.7455143,Henry,2,3
BURGLARY OF VEHICLE,theft,2015,Morning,2015-04-11 11:12:00,2015-04-11 11:12:00,PARKING /DROP LOT/ GARAGE,4530021133.0,30.3207132,-97.6732562,Ida,3,1
BURGLARY OF VEHICLE,theft,2005,Night,2005-06-04 02:00:00,2005-06-04 11:47:00,PARKING /DROP LOT/ GARAGE,4530024111.0,30.2084521,-97.7468474,Frank,5,2
BURGLARY OF VEHICLE,theft,2005,Morning,2005-09-07 10:30:00,2005-09-07 11:50:00,PARKING /DROP LOT/ GARAGE,4530303001.0,30.2277107,-97.7961015,David,4,5
UNLAWFUL RESTRAINT,restraint,2014,Morning,2014-10-02 08:49:00,2014-10-02 08:49:00,CONVENIENCE STORE,4530022143.0,30.2763965,-97.6536056,Charlie,5,1
CUSTODY ARREST TRAFFIC WARR,court,2017,Afternoon,2017-12-09 16:01:00,2017-12-09 16:01:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530021131.0,30.3152285,-97.6678066,Ida,3,1
CRED CARD ABUSE BY FORGERY,fraud,2024,Night,2024-06-28 23:33:00,2024-06-28 23:51:00,CONVENIENCE STORE,4530020032.0,30.2191547,-97.7700294,David,3,3
THEFT,theft,2014,Evening,2014-11-14 18:00:00,2014-12-01 16:50:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530024442.0,30.2025119,-97.7798612,Frank,4,2
AUTO THEFT,theft,2008,Night,2008-06-23 02:14:00,2008-06-23 02:14:00,RESIDENCE / HOME,4530024491.0,30.1666775,-97.6393221,Henry,7,2
BURGLARY OF RESIDENCE,burglary,2008,Afternoon,2008-10-09 13:00:00,2008-10-09 15:57:00,RESIDENCE / HOME,4530023151.0,30.2345938,-97.7330258,Henry,2,3
THEFT,theft,2003,Night,2003-12-24 03:58:00,2003-12-24 03:58:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023201.0,30.221926,-97.6951754,Henry,5,3
POSSESSION OF MARIJUANA,drugs,2012,Night,2012-08-26 21:09:00,2012-08-26 21:09:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530021093.0,30.2830113,-97.679436,Charlie,4,1
BURGLARY OF VEHICLE,theft,2014,Night,2014-05-05 23:59:00,2014-05-06 03:50:00,RESIDENCE / HOME,4910204092.0,30.4593391,-97.7713565,Adam,4,6
FAMILY DISTURBANCE,family,2014,Morning,2014-02-04 10:50:00,2014-02-04 10:50:00,RESIDENCE / HOME,4910205081.0,30.4820275,-97.7705807,Adam,5,6
WARRANT ARREST NON TRAFFIC,court,2003,Afternoon,2003-10-07 14:29:00,2003-10-07 14:29:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023151.0,30.2345938,-97.7330258,Henry,2,3
SEXUAL ASSAULT OF CHILD/OBJECT,rape,2018,Evening,2018-02-09 18:11:00,2018-02-09 18:11:00,RESIDENCE / HOME,4530022012.0,30.3072252,-97.6550924,Charlie,7,1
POSSESSION OF MARIJUANA,drugs,2023,Afternoon,2023-01-03 15:09:00,2023-01-03 15:09:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530021071.0,30.2896637,-97.6883221,Charlie,4,1
AGG ASLT STRANGLE/SUFFOCATE,aggravated assault,2019,Night,2019-07-28 03:03:00,2019-07-28 03:03:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023102.0,30.2423539,-97.6592003,Henry,8,2
DISTURBANCE - OTHER,disturbance,2003,Afternoon,2003-12-04 13:10:00,2003-12-04 13:10:00,RESIDENCE / HOME,4530003025.0,30.3034546,-97.7346888,Baker,5,9
ASSAULT WITH INJURY,assault,2011,Night,2011-10-15 00:01:00,2011-10-15 10:33:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
THEFT OF AUTO PARTS,theft,2004,Afternoon,2004-01-24 12:00:00,2004-02-05 17:54:00,COMMERCIAL / OFFICE BUILDING,4530010005.0,30.253259,-97.7333118,Charlie,1,3
BURGLARY NON RESIDENCE,burglary,2014,Night,2014-11-06 00:46:00,2014-11-06 00:46:00,CONVENIENCE STORE,4530403004.0,30.3533277,-97.6888401,Edward,3,4
THEFT,theft,2013,Night,2013-01-13 00:49:00,2013-01-13 00:50:00,COMMERCIAL / OFFICE BUILDING,4530453002.0,30.3974697,-97.7129951,Adam,1,7
IDENTITY THEFT,fraud,2018,Afternoon,2018-01-05 12:00:00,2018-01-25 14:35:00,RESIDENCE / HOME,4530013042.0,30.2543893,-97.7723068,David,1,5
AUTO THEFT,theft,2010,Evening,2010-09-10 17:00:00,2010-09-13 08:11:00,OTHER / UNKNOWN,4530024031.0,30.2139103,-97.7609197,David,3,3
ASSAULT WITH INJURY,assault,2003,Night,2003-09-30 04:05:00,2003-09-30 04:05:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023152.0,30.2327526,-97.7305795,Henry,2,3
CRED CARD ABUSE - OTHER,fraud,2006,Night,2006-09-11 00:00:00,2006-09-18 14:01:00,COMMERCIAL / OFFICE BUILDING,4530016041.0,30.2992975,-97.7824293,Baker,7,10
CRIMINAL TRESPASS,trespass,2004,Night,2004-06-30 01:14:00,2004-06-30 02:07:00,RESIDENCE / HOME,4530015031.0,30.3200145,-97.719512,Ida,6,4
FAMILY DISTURBANCE/PARENTAL,family,2019,Afternoon,2019-01-02 12:41:00,2019-01-02 14:18:00,RESIDENCE / HOME,4530327002.0,30.4276417,-97.7657973,Adam,7,10
CRIMINAL MISCHIEF,property,2007,Evening,2007-06-30 17:36:00,2007-06-30 17:36:00,RESIDENCE / HOME,4530022011.0,30.3198427,-97.6546082,Charlie,7,1
DATING DISTURBANCE,disturbance,2011,Afternoon,2011-08-02 16:46:00,2011-08-02 16:46:00,RESIDENCE / HOME,4530436003.0,30.3333438,-97.6761858,Ida,2,1
BURGLARY OF RESIDENCE,burglary,2005,Morning,2005-04-30 10:00:00,2005-04-30 10:41:00,RESIDENCE / HOME,4530416001.0,30.3570029,-97.68056,Edward,7,4
BURGLARY OF VEHICLE,theft,2006,Night,2006-10-09 22:30:00,2006-10-10 10:36:00,RESIDENCE / HOME,4530319002.0,30.165058,-97.8255046,Frank,1,5
ASSAULT WITH INJURY,assault,2014,Night,2014-03-13 02:30:00,2014-03-13 03:06:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,1,9
HARASSMENT,abuse,2009,Morning,2009-01-31 08:40:00,2009-01-31 09:35:00,RESIDENCE / HOME,4530008042.0,30.2703213,-97.7245579,Charlie,2,1
THEFT,theft,2004,Evening,2004-03-12 17:00:00,2004-03-15 08:16:00,COMMERCIAL / OFFICE BUILDING,4530012003.0,30.2792534,-97.7638158,Baker,2,9
CUSTODY ARREST TRAFFIC WARR,court,2006,Night,2006-07-12 02:35:00,2006-07-12 02:35:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023163.0,30.2338429,-97.7264707,Henry,2,3
BURGLARY OF VEHICLE,theft,2007,Night,2007-05-17 01:30:00,2007-05-17 14:21:00,PARKING /DROP LOT/ GARAGE,4530006063.0,30.2894014,-97.746111,Baker,3,9
CHILD CUSTODY INTERFERE,family,2015,Evening,2015-04-17 18:00:00,2015-04-20 08:47:00,RESIDENCE / HOME,4530021101.0,30.2689593,-97.6846525,Charlie,5,3
BURGLARY OF VEHICLE,theft,2020,Morning,2020-01-31 06:15:00,2020-01-31 07:33:00,RESIDENCE / HOME,4530316002.0,30.4176999,-97.7356464,Adam,3,6
DOC ABUSE OR THREAT,abuse,2010,Morning,2010-11-12 10:00:00,2010-11-12 11:44:00,COMMERCIAL / OFFICE BUILDING,4530001012.0,30.3289062,-97.756538,Baker,7,10
BURGLARY OF VEHICLE,theft,2016,Night,2016-05-26 02:42:00,2016-05-26 04:47:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011021.0,30.2684664,-97.7492191,George,4,9
DISTURBANCE - OTHER,disturbance,2023,Night,2023-07-02 02:10:00,2023-07-02 02:10:00,RESIDENCE / HOME,4530011011.0,30.2696516,-97.7375527,George,2,9
THEFT,theft,2022,Afternoon,2022-12-27 12:50:00,2022-12-27 13:13:00,RESIDENCE / HOME,4530024402.0,30.1448973,-97.748099,Frank,7,2
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2019,Night,2019-02-27 21:27:00,2019-02-27 21:27:00,SCHOOL - ELEMENTARY / SECONDARY,4530024072.0,30.1463422,-97.811252,Frank,2,5
THEFT OF AUTO PARTS,theft,2008,Evening,2008-01-11 18:00:00,2008-01-14 14:50:00,COMMERCIAL / OFFICE BUILDING,4530021112.0,30.2532607,-97.6940465,Charlie,1,3
FAMILY DISTURBANCE,family,2009,Morning,2009-07-28 11:50:00,2009-07-28 11:58:00,RESIDENCE / HOME,4530010005.0,30.253259,-97.7333118,Charlie,1,3
ASSAULT WITH INJURY,assault,2012,Afternoon,2012-06-05 15:20:00,2012-06-05 15:20:00,PARKING /DROP LOT/ GARAGE,4530453002.0,30.3974697,-97.7129951,Adam,2,7
THEFT CATALYTIC CONVERTER,theft,2022,Evening,2022-09-15 18:36:00,2022-09-18 16:06:00,AIR / BUS / TRAIN TERMINAL,4539800001.0,30.1946633,-97.666661,Airport,S,2
THEFT,theft,2004,Evening,2004-11-04 20:42:00,2004-11-05 14:23:00,COMMERCIAL / OFFICE BUILDING,4530341003.0,30.4407482,-97.7442423,Adam,3,6
THEFT OF BICYCLE,theft,2004,Night,2004-08-03 01:00:00,2004-08-03 06:20:00,RESIDENCE / HOME,4530416001.0,30.3570029,-97.68056,Edward,7,4
MAIL THEFT,theft,2019,Night,2019-12-14 00:00:00,2019-12-16 13:02:00,OTHER / UNKNOWN,4530019221.0,30.2406956,-97.7937192,David,4,5
VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING,sexual,2019,Night,2019-06-03 22:05:00,2019-06-04 11:32:00,RESIDENCE / HOME,4530023072.0,30.2216188,-97.7455143,Henry,2,3
HARASSMENT,abuse,2016,Afternoon,2016-07-12 15:30:00,2016-07-21 19:04:00,RESIDENCE / HOME,4530004021.0,30.2876972,-97.7122116,Charlie,3,9
CAMPING IN PARK,nuisance,2007,Morning,2007-05-14 09:12:00,2007-05-14 09:12:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,Charlie,1,9
ASSAULT WITH INJURY,assault,2010,Night,2010-06-19 02:40:00,2010-06-19 02:40:00,PARKING /DROP LOT/ GARAGE,4530410002.0,30.3644157,-97.6894706,Edward,1,4
BURGLARY OF RESIDENCE,burglary,2008,Afternoon,2008-05-27 15:00:00,2008-05-28 03:12:00,RESIDENCE / HOME,4530010001.0,30.2579877,-97.7339922,Charlie,1,3
CRIMINAL MISCHIEF,property,2018,Morning,2018-12-24 05:12:00,2018-12-24 05:12:00,RESIDENCE / HOME,4530407002.0,30.3727881,-97.7199207,Edward,2,4
VIOL CITY ORDINANCE - CURFEW,nuisance,2003,Night,2003-03-07 00:50:00,2003-03-07 00:50:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530023043.0,30.2416695,-97.7204469,Henry,2,3
FAMILY DISTURBANCE,family,2013,Afternoon,2013-03-30 15:00:00,2013-03-30 15:34:00,RESIDENCE / HOME,4530021101.0,30.2689593,-97.6846525,Charlie,5,3
DWI,traffic,2010,Night,2010-09-15 01:57:00,2010-09-15 01:57:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011032.0,30.2646001,-97.7396453,George,3,9
FAMILY DISTURBANCE,family,2003,Night,2003-08-07 01:07:00,2003-08-07 01:07:00,RESIDENCE / HOME,4530021111.0,30.2682835,-97.6923533,Charlie,4,1
POSSESSION OF MARIJUANA,drugs,2015,Afternoon,2015-09-23 13:00:00,2015-09-23 13:00:00,RESIDENCE / HOME,4530024233.0,30.1803481,-97.799467,Frank,3,2
FEDERAL VIOL/OTHER,other,2013,Afternoon,2013-09-03 12:00:00,2013-09-03 12:15:00,RESIDENCE / HOME,4530416003.0,30.3619813,-97.678455,Edward,7,4
WARRANT ARREST NON TRAFFIC,court,2013,Evening,2013-08-17 20:59:00,2013-08-17 22:31:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530003021.0,30.299731,-97.7195388,Baker,5,9
BURGLARY OF VEHICLE,theft,2023,Night,2023-10-03 01:00:00,2023-10-04 10:28:00,RESIDENCE / HOME,4530402002.0,30.3266444,-97.680705,Ida,2,1
MAIL THEFT,theft,2021,Morning,2021-03-08 10:46:00,2021-03-09 10:46:00,RESIDENCE / HOME,4530434001.0,30.3284539,-97.699033,Ida,1,4
CRED CARD ABUSE - OTHER,fraud,2006,Afternoon,2006-10-14 16:00:00,2006-10-18 09:28:00,RESIDENCE / HOME,4530002052.0,30.3234058,-97.7374378,Baker,6,7
POSS CONTROLLED SUB/NARCOTIC,drugs,2015,Night,2015-04-09 22:46:00,2015-04-09 23:56:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,1,9
THEFT,theft,2009,Evening,2009-10-12 18:43:00,2009-10-12 18:43:00,DEPARTMENT / DISCOUNT STORE,4530320002.0,30.2342266,-97.8327806,David,6,8
BREACH OF COMPUTER SECURITY,fraud,2013,Afternoon,2013-03-18 12:00:00,2013-11-18 13:08:00,RESIDENCE / HOME,,,,David,5,8
DWI,traffic,2011,Night,2011-07-30 21:30:00,2011-07-30 21:30:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530021103.0,30.271753,-97.6795484,Charlie,5,1
THEFT,theft,2012,Afternoon,2012-07-19 13:28:00,2012-07-20 13:03:00,RESIDENCE / HOME,4910205082.0,30.4888626,-97.7799701,Adam,5,6
BURGLARY OF VEHICLE,theft,2014,Night,2014-10-13 22:00:00,2014-10-14 11:07:00,RESIDENCE / HOME,4530348003.0,30.208338,-97.8815864,David,7,8
UNLAWFUL CARRYING WEAPON,weapons,2020,Night,2020-11-22 02:31:00,2020-11-22 02:31:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530009022.0,30.2570243,-97.7106188,Charlie,1,3
POSS CONTROLLED SUB/NARCOTIC,drugs,2020,Afternoon,2020-10-29 13:15:00,2020-10-29 13:15:00,RESIDENCE / HOME,4530023243.0,30.2355622,-97.7175168,Henry,3,3
BURGLARY OF VEHICLE,theft,2007,Afternoon,2007-07-14 14:15:00,2007-07-14 14:15:00,COMMERCIAL / OFFICE BUILDING,4530021052.0,30.3167562,-97.7105296,Ida,6,4
ASSAULT BY CONTACT,assault,2008,Afternoon,2008-09-27 15:58:00,2008-09-27 15:58:00,RESIDENCE / HOME,4530318004.0,30.1767918,-97.825232,Frank,1,5
BURGLARY NON RESIDENCE,burglary,2015,Evening,2015-01-13 18:00:00,2015-01-14 08:12:00,COMMERCIAL / OFFICE BUILDING,4530322002.0,30.3649684,-97.7560623,Baker,8,10
FRAUD - OTHER,fraud,2008,Afternoon,2008-02-21 12:00:00,2008-02-21 14:02:00,RESIDENCE / HOME,4530023272.0,30.237592,-97.7126238,Henry,3,3
BURGLARY OF VEHICLE,theft,2009,Night,2009-03-18 22:00:00,2009-03-19 13:38:00,RESIDENCE / HOME,4530013092.0,30.2590909,-97.7673313,David,1,5
THEFT BY SHOPLIFTING,theft,2011,Evening,2011-06-11 19:04:00,2011-06-11 19:04:00,DEPARTMENT / DISCOUNT STORE,4530024371.0,30.1659019,-97.7948187,Frank,2,5
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2018,Afternoon,2018-08-23 16:45:00,2018-08-23 16:45:00,RESIDENCE / HOME,4530405002.0,30.3554686,-97.7182668,Ida,7,4
AGG ASSAULT,aggravated assault,2007,Night,2007-07-02 23:07:00,2007-07-02 23:07:00,RESIDENCE / HOME,4530010005.0,30.253259,-97.7333118,Charlie,1,3
AGG ASLT STRANGLE/SUFFOCATE,aggravated assault,2014,Night,2014-09-19 22:00:00,2014-09-20 13:00:00,RESIDENCE / HOME,4530402002.0,30.3266444,-97.680705,Ida,2,1
FORGERY BY MAKING,fraud,2004,Afternoon,2004-02-24 13:56:00,2004-05-18 13:56:00,COMMERCIAL / OFFICE BUILDING,4530011011.0,30.2696516,-97.7375527,George,2,9
DISTURBANCE - OTHER,disturbance,2006,Night,2006-11-25 00:01:00,2006-11-25 00:01:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530020021.0,30.2239737,-97.783038,David,3,5
FAMILY DISTURBANCE,family,2012,Evening,2012-03-27 18:07:00,2012-03-27 18:07:00,RESIDENCE / HOME,4530023072.0,30.2216188,-97.7455143,Henry,2,3
BURGLARY NON RESIDENCE,burglary,2018,Night,2018-10-17 01:35:00,2018-10-17 02:08:00,SPECIALTY  STORE,4530015051.0,30.3353845,-97.7348826,Ida,7,7
FAMILY DISTURBANCE/PARENTAL,family,2023,Morning,2023-01-16 10:06:00,2023-01-16 10:06:00,PARKING /DROP LOT/ GARAGE,4530404001.0,30.3677025,-97.7294557,Baker,6,7
CRIMINAL MISCHIEF,property,2004,Morning,2004-07-02 09:33:00,2004-07-12 09:33:00,RESIDENCE / HOME,4530002052.0,30.3234058,-97.7374378,Baker,6,7
HARASSMENT,abuse,2011,Night,2011-04-01 00:00:00,2011-11-04 12:24:00,RESIDENCE / HOME,4530329001.0,30.3514926,-97.8197064,Baker,8,10
FAMILY DISTURBANCE,family,2019,Night,2019-10-31 23:58:00,2019-10-31 23:58:00,RESIDENCE / HOME,4530024442.0,30.2025119,-97.7798612,Frank,4,2
BURGLARY OF VEHICLE,theft,2023,Morning,2023-02-17 11:15:00,2023-02-21 00:07:00,RESIDENCE / HOME,4530024231.0,30.1793742,-97.8054217,Frank,3,5
FRAUD - OTHER,fraud,2016,Morning,2016-01-01 08:00:00,2022-12-07 11:48:00,RESIDENCE / HOME,4530024411.0,30.1814813,-97.7698558,Frank,8,2
THEFT OF BICYCLE,theft,2007,Night,2007-11-12 00:02:00,2007-11-12 12:43:00,OTHER / UNKNOWN,4530004013.0,30.2855617,-97.7297581,Baker,1,9
THEFT,theft,2008,Evening,2008-12-13 19:22:00,2008-12-14 06:31:00,CONVENIENCE STORE,4530024522.0,30.185926,-97.6308751,Henry,8,2
POSSESSION OF MARIJUANA,drugs,2013,Night,2013-03-15 21:39:00,2013-03-15 23:45:00,OTHER / UNKNOWN,4530011031.0,30.2590809,-97.73992,George,3,9
CRASH/FAIL STOP AND RENDER AID,traffic,2016,Evening,2016-08-25 17:50:00,2016-08-25 18:00:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530002042.0,30.3135477,-97.7457495,Baker,6,10
FAMILY DISTURBANCE,family,2015,Evening,2015-08-27 18:55:00,2015-08-27 18:55:00,RESIDENCE / HOME,4530308003.0,30.4047325,-97.7537102,Adam,7,10
THEFT,theft,2022,Night,2022-08-07 04:57:00,2022-08-07 04:57:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
THEFT,theft,2005,Afternoon,2005-12-12 16:30:00,2005-12-15 13:53:00,COMMERCIAL / OFFICE BUILDING,4530015034.0,30.3281841,-97.7106612,Ida,8,4
VIOL CITY ORDINANCE - OTHER,ordinance,2015,Night,2015-08-16 01:43:00,2015-08-16 01:43:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,1,9
CRUELTY TO ANIMALS,animal,2022,Afternoon,2022-05-17 14:00:00,2022-05-28 13:06:00,RESIDENCE / HOME,4530304001.0,30.2089285,-97.8105372,David,4,5
HARASSMENT,abuse,2018,Afternoon,2018-03-26 13:30:00,2018-03-26 16:52:00,RESIDENCE / HOME,4530310001.0,30.2054581,-97.824768,David,7,5
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2015,Night,2015-12-24 02:45:00,2015-12-25 01:24:00,HOTEL / MOTEL / ETC.,4530007001.0,30.2777004,-97.7411232,Baker,1,9
AUTO THEFT,theft,2024,Morning,2024-07-17 07:27:00,2024-07-17 08:47:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4910204051.0,30.4572362,-97.7951519,Adam,6,6
FORGERY AND PASSING,fraud,2008,Afternoon,2008-10-01 12:30:00,2008-10-01 13:00:00,RESIDENCE / HOME,4530418003.0,30.3938058,-97.6995756,Edward,4,7
BURGLARY OF RESIDENCE,burglary,2016,Evening,2016-12-01 20:51:00,2016-12-01 21:21:00,RESIDENCE / HOME,4530023144.0,30.2273812,-97.719107,Henry,4,3
IDENTITY THEFT,fraud,2017,Night,2017-02-06 01:00:00,2017-02-17 15:38:00,DEPARTMENT / DISCOUNT STORE,4530023222.0,30.221263,-97.7528359,David,2,3
AUTO THEFT,theft,2017,Evening,2017-02-25 20:15:00,2017-02-25 20:17:00,SERVICE/ GAS STATION,4530411001.0,30.3812655,-97.6802163,Edward,4,7
BURGLARY NON RESIDENCE,burglary,2007,Afternoon,2007-12-07 14:00:00,2008-02-15 14:33:00,COMMERCIAL / OFFICE BUILDING,4530014031.0,30.2363404,-97.7371275,Henry,1,9
BURGLARY OF VEHICLE,theft,2018,Evening,2018-02-24 20:00:00,2018-02-26 14:47:00,OTHER / UNKNOWN,4530012004.0,30.26744,-97.7539977,George,1,9
ASSAULT W/INJURY-FAM/DATE VIOL,assault,2008,Evening,2008-10-13 20:56:00,2008-10-13 20:56:00,RESIDENCE / HOME,4530417002.0,30.389777,-97.6955838,Edward,4,7
VIOL CITY ORDINANCE - OTHER,ordinance,2005,Evening,2005-08-15 20:43:00,2005-08-15 20:43:00,GOVERNMENT / PUBLIC BUILDING,,,,Henry,2,3
THEFT CATALYTIC CONVERTER,theft,2021,Afternoon,2021-03-07 16:18:00,2021-03-08 21:18:00,PARKING /DROP LOT/ GARAGE,4530436003.0,30.3333438,-97.6761858,Ida,2,1
ASSAULT WITH INJURY,assault,2018,Afternoon,2018-08-12 16:36:00,2018-08-12 16:36:00,RESTAURANT,4910204032.0,30.4632826,-97.8010365,Adam,6,6
ASSAULT WITH INJURY,assault,2009,Evening,2009-02-07 19:56:00,2009-02-07 19:56:00,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4530011011.0,30.2696516,-97.7375527,George,2,9
